0
Unnamed: 0
time_to_beat
Followers
engagement_ratio
Price
Tags_1980s
Tags_1990's
Tags_2.5D
Tags_2D
Tags_2D Fighter
Tags_2D Platformer
Tags_360 Video
Tags_3D
Tags_3D Fighter
Tags_3D Platformer
Tags_3D Vision
Tags_4 Player Local
Tags_4X
Tags_6DOF
Tags_8-bit Music
Tags_ATV
Tags_Abstract
Tags_Action
Tags_Action RPG
Tags_Action RTS
Tags_Action Roguelike
Tags_Action-Adventure
Tags_Addictive
Tags_Adventure
Tags_Agriculture
Tags_Aliens
Tags_Alternate History
Tags_Ambient
Tags_America
Tags_Animation & Modeling
Tags_Anime
Tags_Arcade
Tags_Archery
Tags_Arena Shooter
Tags_Artificial Intelligence
Tags_Assassin
Tags_Asymmetric VR
Tags_Asynchronous Multiplayer
Tags_Atmospheric
Tags_Audio Production
Tags_Auto Battler
Tags_Automation
Tags_Automobile Sim
Tags_BMX
Tags_Base Building
Tags_Baseball
Tags_Based On A Novel
Tags_Basketball
Tags_Battle Royale
Tags_Beat 'em up
Tags_Beautiful
Tags_Benchmark
Tags_Bikes
Tags_Birds
Tags_Blood
Tags_Board Game
Tags_Boomer Shooter
Tags_Boss Rush
Tags_Bowling
Tags_Boxing
Tags_Building
Tags_Bullet Hell
Tags_Bullet Time
Tags_CRPG
Tags_Capitalism
Tags_Card Battler
Tags_Card Game
Tags_Cartoon
Tags_Cartoony
Tags_Casual
Tags_Cats
Tags_Character Action Game
Tags_Character Customization
Tags_Chess
Tags_Choices Matter
Tags_Choose Your Own Adventure
Tags_Cinematic
Tags_City Builder
Tags_Class-Based
Tags_Classic
Tags_Clicker
Tags_Co-op
Tags_Co-op Campaign
Tags_Coding
Tags_Cold War
Tags_Collectathon
Tags_Colony Sim
Tags_Colorful
Tags_Combat
Tags_Combat Racing
Tags_Comedy
Tags_Comic Book
Tags_Competitive
Tags_Conspiracy
Tags_Controller
Tags_Conversation
Tags_Cooking
Tags_Cozy
Tags_Crafting
Tags_Creature Collector
Tags_Cricket
Tags_Crime
Tags_Crowdfunded
Tags_Cult Classic
Tags_Cute
Tags_Cyberpunk
Tags_Cycling
Tags_Dark
Tags_Dark Comedy
Tags_Dark Fantasy
Tags_Dark Humor
Tags_Dating Sim
Tags_Deckbuilding
Tags_Demons
Tags_Design & Illustration
Tags_Destruction
Tags_Detective
Tags_Dice
Tags_Difficult
Tags_Dinosaurs
Tags_Diplomacy
Tags_Documentary
Tags_Dog
Tags_Dragons
Tags_Drama
Tags_Driving
Tags_Dungeon Crawler
Tags_Dungeons & Dragons
Tags_Dwarf
Tags_Dynamic Narration
Tags_Dystopian
Tags_Early Access
Tags_Economy
Tags_Education
Tags_Electronic
Tags_Electronic Music
Tags_Elf
Tags_Emotional
Tags_Epic
Tags_Episodic
Tags_Escape Room
Tags_Experience
Tags_Experimental
Tags_Exploration
Tags_Extraction Shooter
Tags_FMV
Tags_FPS
Tags_Faith
Tags_Family Friendly
Tags_Fantasy
Tags_Farming
Tags_Farming Sim
Tags_Fast-Paced
Tags_Feature Film
Tags_Female Protagonist
Tags_Fighting
Tags_First-Person
Tags_Fishing
Tags_Flight
Tags_Football (American)
Tags_Football (Soccer)
Tags_Foreign
Tags_Fox
Tags_Free to Play
Tags_Funny
Tags_Futuristic
Tags_Gambling
Tags_Game Development
Tags_GameMaker
Tags_Games Workshop
Tags_Gaming
Tags_God Game
Tags_Golf
Tags_Gore
Tags_Gothic
Tags_Grand Strategy
Tags_Great Soundtrack
Tags_Grid-Based Movement
Tags_Gun Customization
Tags_Hack and Slash
Tags_Hacking
Tags_Hand-drawn
Tags_Hardware
Tags_Heist
Tags_Hentai
Tags_Hero Shooter
Tags_Hex Grid
Tags_Hidden Object
Tags_Historical
Tags_Hobby Sim
Tags_Hockey
Tags_Horror
Tags_Horses
Tags_Hunting
Tags_Idler
Tags_Illuminati
Tags_Immersive
Tags_Immersive Sim
Tags_Indie
Tags_Instrumental Music
Tags_Intentionally Awkward Controls
Tags_Interactive Fiction
Tags_Inventory Management
Tags_Investigation
Tags_Isometric
Tags_JRPG
Tags_Jet
Tags_Job Simulator
Tags_Jump Scare
Tags_Kickstarter
Tags_LEGO
Tags_LGBTQ+
Tags_Lemmings
Tags_Level Editor
Tags_Life Sim
Tags_Linear
Tags_Local Co-Op
Tags_Local Multiplayer
Tags_Logic
Tags_Loot
Tags_Looter Shooter
Tags_Lore-Rich
Tags_Lovecraftian
Tags_MMORPG
Tags_MOBA
Tags_Magic
Tags_Mahjong
Tags_Management
Tags_Mars
Tags_Martial Arts
Tags_Massively Multiplayer
Tags_Match 3
Tags_Mature
Tags_Mechs
Tags_Medical Sim
Tags_Medieval
Tags_Memes
Tags_Metroidvania
Tags_Military
Tags_Mini Golf
Tags_Minigames
Tags_Minimalist
Tags_Mining
Tags_Mod
Tags_Moddable
Tags_Modern
Tags_Motocross
Tags_Motorbike
Tags_Mouse only
Tags_Movie
Tags_Multiplayer
Tags_Multiple Endings
Tags_Music
Tags_Music-Based Procedural Generation
Tags_Musou
Tags_Mystery
Tags_Mystery Dungeon
Tags_Mythology
Tags_NSFW
Tags_Narration
Tags_Narrative
Tags_Nature
Tags_Naval
Tags_Naval Combat
Tags_Ninja
Tags_Noir
Tags_Nonlinear
Tags_Nostalgia
Tags_Nudity
Tags_Offroad
Tags_Old School
Tags_On-Rails Shooter
Tags_Online Co-Op
Tags_Open World
Tags_Open World Survival Craft
Tags_Otome
Tags_Outbreak Sim
Tags_Parkour
Tags_Parody
Tags_Party
Tags_Party Game
Tags_Party-Based RPG
Tags_Perma Death
Tags_Philosophical
Tags_Photo Editing
Tags_Physics
Tags_Pinball
Tags_Pirates
Tags_Pixel Graphics
Tags_Platformer
Tags_Point & Click
Tags_Political
Tags_Political Sim
Tags_Politics
Tags_Pool
Tags_Post-apocalyptic
Tags_Precision Platformer
Tags_Procedural Generation
Tags_Programming
Tags_Psychedelic
Tags_Psychological
Tags_Psychological Horror
Tags_Puzzle
Tags_Puzzle Platformer
Tags_PvE
Tags_PvP
Tags_Quick-Time Events
Tags_RPG
Tags_RPGMaker
Tags_RTS
Tags_Racing
Tags_Real Time Tactics
Tags_Real-Time
Tags_Real-Time with Pause
Tags_Realistic
Tags_Reboot
Tags_Relaxing
Tags_Remake
Tags_Replay Value
Tags_Resource Management
Tags_Retro
Tags_Rhythm
Tags_Robots
Tags_Rock Music
Tags_Roguelike
Tags_Roguelike Deckbuilder
Tags_Roguelite
Tags_Roguevania
Tags_Romance
Tags_Rome
Tags_Runner
Tags_Sailing
Tags_Sandbox
Tags_Satire
Tags_Sci-fi
Tags_Science
Tags_Score Attack
Tags_Sequel
Tags_Sexual Content
Tags_Shoot 'Em Up
Tags_Shooter
Tags_Shop Keeper
Tags_Short
Tags_Side Scroller
Tags_Silent Protagonist
Tags_Simulation
Tags_Singleplayer
Tags_Skateboarding
Tags_Skating
Tags_Skiing
Tags_Sniper
Tags_Snooker
Tags_Snow
Tags_Snowboarding
Tags_Social Deduction
Tags_Software
Tags_Software Training
Tags_Sokoban
Tags_Solitaire
Tags_Souls-like
Tags_Soundtrack
Tags_Space
Tags_Space Sim
Tags_Spaceships
Tags_Spectacle fighter
Tags_Spelling
Tags_Split Screen
Tags_Sports
Tags_Stealth
Tags_Steam Machine
Tags_Steampunk
Tags_Story Rich
Tags_Strategy
Tags_Strategy RPG
Tags_Stylized
Tags_Submarine
Tags_Superhero
Tags_Supernatural
Tags_Surreal
Tags_Survival
Tags_Survival Horror
Tags_Swordplay
Tags_Tabletop
Tags_Tactical
Tags_Tactical RPG
Tags_Tanks
Tags_Team-Based
Tags_Tennis
Tags_Text-Based
Tags_Third Person
Tags_Third-Person Shooter
Tags_Thriller
Tags_Time Attack
Tags_Time Management
Tags_Time Manipulation
Tags_Time Travel
Tags_Top-Down
Tags_Top-Down Shooter
Tags_Touch-Friendly
Tags_Tower Defense
Tags_TrackIR
Tags_Trading
Tags_Trading Card Game
Tags_Traditional Roguelike
Tags_Trains
Tags_Transhumanism
Tags_Transportation
Tags_Trivia
Tags_Turn-Based
Tags_Turn-Based Combat
Tags_Turn-Based Strategy
Tags_Turn-Based Tactics
Tags_Tutorial
Tags_Twin Stick Shooter
Tags_Typing
Tags_Underground
Tags_Underwater
Tags_Unforgiving
Tags_Utilities
Tags_VR
Tags_Vampire
Tags_Vehicular Combat
Tags_Video Production
Tags_Vikings
Tags_Villain Protagonist
Tags_Violent
Tags_Visual Novel
Tags_Voice Control
Tags_Voxel
Tags_Walking Simulator
Tags_War
Tags_Wargame
Tags_Warhammer 40K
Tags_Well-Written
Tags_Werewolves
Tags_Western
Tags_Wholesome
Tags_Word Game
Tags_World War I
Tags_World War II
Tags_Wrestling
Tags_Zombies
Tags_eSports
genres_Action
genres_Adventure
genres_Casual
genres_Early Access
genres_Free To Play
genres_Gore
genres_Indie
genres_Massively Multiplayer
genres_Movie
genres_Nudity
genres_RPG
genres_Racing
genres_Sexual Content
genres_Simulation
genres_Sports
genres_Strategy
genres_Violent
categories_Captions available
categories_Co-op
categories_Commentary available
categories_Cross-Platform Multiplayer
categories_Family Sharing
categories_Full controller support
categories_HDR available
categories_In-App Purchases
categories_Includes Source SDK
categories_Includes level editor
categories_LAN Co-op
categories_LAN PvP
categories_MMO
categories_Multi-player
categories_Online Co-op
categories_Online PvP
categories_Partial Controller Support
categories_PvP
categories_Remote Play Together
categories_Remote Play on Phone
categories_Remote Play on TV
categories_Remote Play on Tablet
categories_Shared/Split Screen
categories_Shared/Split Screen Co-op
categories_Shared/Split Screen PvP
categories_Single-player
categories_Stats
categories_Steam Achievements
categories_Steam Cloud
categories_Steam Leaderboards
categories_Steam Timeline
categories_Steam Trading Cards
categories_Steam Turn Notifications
categories_Steam Workshop
categories_SteamVR Collectibles
categories_Tracked Controller Support
categories_VR Only
categories_VR Support
categories_VR Supported
categories_Valve Anti-Cheat enabled
