,Unnamed: 0.1,Unnamed: 0,appid,name,release_date,developers,publishers,categories,genres,estimated_owners,average_playtime_forever,average_playtime_2weeks,median_playtime_forever,median_playtime_2weeks,peak_ccu,tags,pct_pos_total,num_reviews_total,'360 Video'],'Accounting','Accounting'],'Action','Action'],'Adventure','Adventure'],'Animation & Modeling','Animation & Modeling'],'Audio Production','Audio Production'],'Casual','Casual'],'Design & Illustration','Design & Illustration'],'Documentary','Early Access','Early Access'],'Education','Education'],'Episodic','Free To Play','Free To Play'],'Game Development','Game Development'],'Gore','Gore'],'Indie','Indie'],'Massively Multiplayer','Massively Multiplayer'],'Movie','Movie'],'Nudity','Photo Editing','Photo Editing'],'RPG','RPG'],'Racing','Racing'],'Short','Simulation','Simulation'],'Software Training','Software Training'],'Sports','Sports'],'Strategy','Strategy'],'Tutorial','Utilities','Utilities'],'Video Production','Video Production'],'Violent','Web Publishing','Web Publishing'],['Accounting',['Accounting'],['Action',['Action'],['Adventure',['Adventure'],['Animation & Modeling',['Animation & Modeling'],['Audio Production',['Audio Production'],['Casual',['Casual'],['Design & Illustration',['Design & Illustration'],['Early Access',['Early Access'],['Education',['Education'],['Free To Play',['Free To Play'],['Game Development',['Game Development'],['Gore',['Indie',['Indie'],['Massively Multiplayer',['Massively Multiplayer'],['Nudity',['Photo Editing',['Photo Editing'],['RPG',['RPG'],['Racing',['Racing'],['Sexual Content',['Simulation',['Simulation'],['Software Training',['Software Training'],['Sports',['Sports'],['Strategy',['Strategy'],['Utilities',['Utilities'],['Video Production',['Video Production'],['Violent',['Violent'],['Web Publishing'],[],360 Video,Accounting,Action,Adventure,Animation & Modeling,Audio Production,Casual,Design & Illustration,Documentary,Early Access,Education,Episodic,Free To Play,Game Development,Gore,Indie,Massively Multiplayer,Movie,Nudity,Photo Editing,RPG,Racing,Sexual Content,Short,Simulation,Software Training,Sports,Strategy,Tutorial,Utilities,Video Production,Violent,Web Publishing,title_clean,playtime_hours,fuzzy_match,title_clean_fuzzy,playtime_hours_fuzzy,time_to_beat,bayesian_score,completion_rate_avg,completion_rate_median,playtime_deviation,engagement_ratio,is_frequently_completed
7185,7185,20520,317370,The Keep,2017-03-16,['CINEMAX GAMES'],['CINEMAX GAMES'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Indie', 'RPG']",0 - 20000,335,0,335,0,0,"{'Dungeon Crawler': 168, 'RPG': 162, 'Fantasy': 159, 'Real-Time': 156, 'Grid-Based Movement': 153, 'Indie': 146, 'Exploration': 144, 'First-Person': 142, 'Singleplayer': 140, 'Puzzle': 138, 'Old School': 135, 'Retro': 128, 'Adventure': 125, 'Action': 115, 'Action-Adventure': 111, 'Action RPG': 107, '3D': 102, 'Stylized': 97, 'Horror': 93, 'Magic': 77}",78,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,the keep,6.98,,,,6.98,78.78686423528353,0.7999044890162368,0.7999044890162368,0,0.7999044890162368,1
7194,7194,20552,390890,Angry Arrows,2015-08-12,['DanielDavisGames'],['DanielDavisGames'],"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Remote Play Together', 'Family Sharing']","['Action', 'Adventure', 'Indie']",20000 - 50000,118,0,118,0,0,"{'Action': 28, 'Indie': 27, 'Adventure': 25, 'Local Co-Op': 12, '4 Player Local': 10, 'Pixel Graphics': 9, 'Local Multiplayer': 5}",92,98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,angry arrows,6.0,,,,6.0,88.0571345055538,0.3277777777777778,0.3277777777777778,0,0.3277777777777778,0
7195,7195,20554,485080,Megapolis,2016-06-15,['Lonely Troops'],['Lonely Troops'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']","['Casual', 'Indie', 'Simulation']",20000 - 50000,265,0,265,0,0,"{'Simulation': 44, 'Casual': 35, 'Indie': 32, 'Strategy': 17, 'City Builder': 15, 'Building': 13, 'Singleplayer': 11, 'Time Management': 11, 'Futuristic': 10, 'Isometric': 10, 'Management': 10}",75,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,megapolis,5.52,,,,5.52,76.80037774879705,0.80012077294686,0.80012077294686,0,0.80012077294686,1
7200,7200,20572,499540,Wake Up,2016-08-09,['Black Cell OG'],['Black Cell OG'],"['Single-player', 'Steam Achievements', 'Tracked Controller Support', 'VR Only']","['Adventure', 'Indie']",20000 - 50000,8,0,8,0,0,"{'Indie': 39, 'Adventure': 33, 'VR': 26, 'Free to Play': 16, 'Great Soundtrack': 13, 'Singleplayer': 13, 'Puzzle': 12}",81,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wake up,0.27,,,,0.27,80.77180888994532,0.49382716049382713,0.49382716049382713,0,0.49382716049382713,0
7201,7201,20574,42920,The Kings' Crusade,2010-10-08,['NeoCoreGames'],[],"['Single-player', 'Multi-player', 'Family Sharing']",['Strategy'],50000 - 100000,2669,0,2669,0,0,"{'Strategy': 36, 'Medieval': 15, 'RTS': 9, 'Historical': 6}",42,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,the kings' crusade,6.0,,,,6.0,55.0371150123943,1.0,1.0,0,7.413888888888889,1
7203,7203,20582,1767220,The Kids We Were,2022-01-12,"['GAGEX Co., Ltd.']","['GAGEX Co., Ltd.']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",['Adventure'],0 - 20000,717,0,717,0,1,"{'Indie': 68, 'Voxel': 64, 'Adventure': 61, 'Drama': 38, '1980s': 35, 'Emotional': 29, 'Story Rich': 26, 'Singleplayer': 23, 'Choose Your Own Adventure': 23}",89,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the kids we were,7.25,,,,7.25,86.05072045457118,1.0,1.0,0,1.6482758620689655,1
7217,7217,20626,1202280,Slave Princess Sarah,2020-12-11,['StudioS'],['Eroge Japan'],"['Single-player', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Action', 'Casual', 'Indie', 'RPG']",0 - 20000,60,0,60,0,0,"{'Sexual Content': 52, 'RPG': 38, 'Pixel Graphics': 38, 'Action': 35, 'Indie': 32, 'Casual': 32, 'Female Protagonist': 23, 'Nudity': 22, 'Anime': 20, '2D': 17, 'JRPG': 17, 'Singleplayer': 16, 'Cute': 14, 'Dark Fantasy': 13, 'Hentai': 11, 'NSFW': 6, 'Retro': 5}",79,97,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,slave princess sarah,4.11,,,,4.11,79.45208099878886,0.24330900243309,0.24330900243309,0,0.24330900243309,0
7240,7240,20720,490080,Lock's Quest,2017-05-30,['Digital Continue'],['HandyGames'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Family Sharing']","['Indie', 'RPG', 'Strategy']",20000 - 50000,452,0,452,0,0,"{'Strategy': 33, 'RPG': 32, 'Indie': 32, 'Tower Defense': 21, 'Pixel Graphics': 15, 'Isometric': 13, '2D': 12, 'Classic': 11, 'Singleplayer': 11, 'Anime': 11, 'Action': 10, 'Casual': 10, 'Family Friendly': 10, 'Adventure': 10, 'Fantasy': 10, 'JRPG': 9, 'Cute': 9}",39,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,lock's quest,15.0,,,,15.0,53.15380758097235,0.5022222222222222,0.5022222222222222,0,0.5022222222222222,0
7249,7249,20767,606000,Die for Valhalla!,2018-05-29,['Monster Couch'],['Monster Couch'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",20000 - 50000,196,0,196,0,0,"{""Beat 'em up"": 236, 'Hack and Slash': 231, 'Action': 225, 'Adventure': 221, 'RPG': 217, 'Local Co-Op': 208, '2D': 204, '4 Player Local': 198, 'Action-Adventure': 193, '2.5D': 190, 'Singleplayer': 186, 'Action RPG': 186, 'Side Scroller': 183, 'Local Multiplayer': 181, 'Controller': 175, 'Fighting': 169, 'Arcade': 162, '2D Fighter': 158, 'Dark Humor': 157, 'Fantasy': 152}",70,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,die for valhalla!,9.0,,,,9.0,73.56176487463424,0.36296296296296293,0.36296296296296293,0,0.36296296296296293,0
7251,7251,20773,295990,Evopollution,2014-04-23,['Atapki'],['Atapki'],"['Single-player', 'Steam Trading Cards', 'Family Sharing']",['Strategy'],20000 - 50000,24,0,24,0,0,"{'Strategy': 31, 'Indie': 9, 'Simulation': 7}",32,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,evopollution,0.83,,,,0.83,48.6652131504963,0.48192771084337355,0.48192771084337355,0,0.48192771084337355,0
7262,7262,20816,1419620,Saltsea Chronicles,2023-10-12,['Die Gute Fabrik'],['Die Gute Fabrik'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Indie']",0 - 20000,328,0,328,0,1,"{'Stylized': 602, 'Choose Your Own Adventure': 560, 'Adventure': 493, 'Interactive Fiction': 471, 'Choices Matter': 466, 'LGBTQ+': 462, 'Mystery': 458, 'Emotional': 455, 'Drama': 454, 'Story Rich': 453, 'Investigation': 442, 'Colorful': 435, 'Hand-drawn': 431, 'Point & Click': 425, 'Singleplayer': 421, 'Abstract': 413, 'Cartoon': 409, 'Cartoony': 407, '2D': 407, 'Post-apocalyptic': 404}",96,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,saltsea chronicles,10.25,,,,10.25,90.59624763325492,0.5333333333333333,0.5333333333333333,0,0.5333333333333333,0
7265,7265,20820,312600,Rime Berta,2014-12-16,['NEXT-SOFT+'],['PLAYISM'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']","['RPG', 'Strategy']",20000 - 50000,158,0,187,0,1,"{'Turn-Based Tactics': 204, 'Tactical RPG': 197, 'Dungeon Crawler': 195, 'Turn-Based': 191, 'Strategy RPG': 188, 'Turn-Based Strategy': 182, 'Party-Based RPG': 177, 'JRPG': 174, 'RPG': 170, 'Strategy': 163, '2.5D': 160, 'Cute': 157, 'Isometric': 144, 'Turn-Based Combat': 137, 'Team-Based': 125, 'Simulation': 110, 'Anime': 100, 'Cartoony': 92, 'Fantasy': 86, 'Magic': 79}",70,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,rime berta,20.79,,,,20.79,73.56176487463424,0.12666345999679332,0.14991181657848326,-29,0.12666345999679332,0
7297,7297,20908,539440,Citalis,2016-11-03,['Matt Hooper'],['Sometimes You'],"['Single-player', 'Steam Trading Cards', 'Family Sharing']","['Casual', 'Indie', 'Simulation']",200000 - 500000,245,0,250,0,0,"{'Casual': 51, 'Indie': 24, 'Simulation': 23, 'Clicker': 11}",57,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,citalis,2.0,,,,2.0,65.10038824181919,1.0,1.0,-5,2.0416666666666665,1
7306,7306,20941,358650,Gryphon Knight Epic,2015-08-20,['Cyber Rhino Studios'],['Cyber Rhino Studios'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play on TV', 'Family Sharing']","['Action', 'Indie']",50000 - 100000,299,0,299,0,0,"{'Indie': 51, 'Action': 35, ""Shoot 'Em Up"": 27, 'Fantasy': 18, 'Medieval': 18, '2D': 14, 'Pixel Graphics': 7, 'Bullet Hell': 6, 'Side Scroller': 5}",86,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gryphon knight epic,3.72,,,,3.72,84.01717417358016,1.0,1.0,0,1.339605734767025,1
