Target,Original R²,Log-Transformed R²,Improvement,Improvement %
Wishlists,0.7524575028445836,0.7867415363460833,0.03428403350149978,4.55627505498885
bayesian_score,0.38653363845190636,0.3486657422085304,-0.03786789624337594,-9.796791915715138
