,average_playtime_forever,median_playtime_forever,median_playtime_2weeks,'360 Video'],'Accounting','Action','Adventure','Animation & Modeling','Audio Production','Casual','Design & Illustration','Documentary','Early Access','Education','Episodic','Free To Play','Game Development','Gore','Indie','Massively Multiplayer','Movie','Nudity','Photo Editing','RPG','Racing','Short','Simulation','Software Training','Sports','Strategy','Tutorial','Utilities','Video Production','Violent','Web Publishing',['Accounting',['Action',['Adventure',['Animation & Modeling',['Audio Production',['Casual',['Design & Illustration',['Early Access',['Education',['Free To Play',['Game Development',['Gore',['Indie',['Massively Multiplayer',['Nudity',['Photo Editing',['RPG',['Racing',['Sexual Content',['Simulation',['Software Training',['Sports',['Strategy',['Utilities',['Video Production',['Violent',['Web Publishing'],[],360 Video,Accounting,Action,Adventure,Animation & Modeling,Audio Production,Casual,Design & Illustration,Documentary,Early Access,Education,Episodic,Free To Play,Game Development,Gore,Indie,Massively Multiplayer,Movie,Nudity,Photo Editing,RPG,Racing,Sexual Content,Short,Simulation,Software Training,Sports,Strategy,Tutorial,Utilities,Video Production,Violent,Web Publishing,time_to_beat,bayesian_score,completion_rate_avg,completion_rate_median,playtime_deviation,engagement_ratio,is_frequently_completed,category_Captions available,category_Co-op,category_Commentary available,category_Cross-Platform Multiplayer,category_Family Sharing,category_Full controller support,category_HDR available,category_In-App Purchases,category_Includes Source SDK,category_Includes level editor,category_LAN Co-op,category_LAN PvP,category_MMO,category_Multi-player,category_Online Co-op,category_Online PvP,category_Partial Controller Support,category_PvP,category_Remote Play Together,category_Remote Play on Phone,category_Remote Play on TV,category_Remote Play on Tablet,category_Shared/Split Screen,category_Shared/Split Screen Co-op,category_Shared/Split Screen PvP,category_Single-player,category_Stats,category_Steam Achievements,category_Steam Cloud,category_Steam Leaderboards,category_Steam Timeline,category_Steam Trading Cards,category_Steam Turn Notifications,category_Steam Workshop,category_SteamVR Collectibles,category_Tracked Controller Support,category_VR Only,category_VR Support,category_VR Supported,category_Valve Anti-Cheat enabled,tag_1980s,tag_1990's,tag_2.5D,tag_2D,tag_2D Fighter,tag_2D Platformer,tag_3D,tag_3D Fighter,tag_3D Platformer,tag_3D Vision,tag_4 Player Local,tag_4X,tag_6DOF,tag_Abstract,tag_Action,tag_Action RPG,tag_Action RTS,tag_Action Roguelike,tag_Action-Adventure,tag_Addictive,tag_Adventure,tag_Agriculture,tag_Aliens,tag_Alternate History,tag_Ambient,tag_America,tag_Animation & Modeling,tag_Anime,tag_Arcade,tag_Archery,tag_Arena Shooter,tag_Artificial Intelligence,tag_Assassin,tag_Asynchronous Multiplayer,tag_Atmospheric,tag_Audio Production,tag_Auto Battler,tag_Automation,tag_Automobile Sim,tag_BMX,tag_Base-Building,tag_Based On A Novel,tag_Basketball,tag_Battle Royale,tag_Beat 'em up,tag_Beautiful,tag_Benchmark,tag_Bikes,tag_Birds,tag_Blood,tag_Board Game,tag_Boomer Shooter,tag_Boxing,tag_Building,tag_Bullet Hell,tag_Bullet Time,tag_CRPG,tag_Capitalism,tag_Card Battler,tag_Card Game,tag_Cartoon,tag_Cartoony,tag_Casual,tag_Cats,tag_Character Action Game,tag_Character Customization,tag_Chess,tag_Choices Matter,tag_Choose Your Own Adventure,tag_Cinematic,tag_City Builder,tag_Class-Based,tag_Classic,tag_Clicker,tag_Co-op,tag_Co-op Campaign,tag_Coding,tag_Cold War,tag_Collectathon,tag_Colony Sim,tag_Colorful,tag_Combat,tag_Combat Racing,tag_Comedy,tag_Comic Book,tag_Competitive,tag_Conspiracy,tag_Controller,tag_Conversation,tag_Cooking,tag_Cozy,tag_Crafting,tag_Creature Collector,tag_Crime,tag_Crowdfunded,tag_Cult Classic,tag_Cute,tag_Cyberpunk,tag_Cycling,tag_Dark,tag_Dark Comedy,tag_Dark Fantasy,tag_Dark Humor,tag_Dating Sim,tag_Deckbuilding,tag_Demons,tag_Design & Illustration,tag_Destruction,tag_Detective,tag_Dice,tag_Difficult,tag_Dinosaurs,tag_Diplomacy,tag_Documentary,tag_Dog,tag_Dragons,tag_Drama,tag_Driving,tag_Dungeon Crawler,tag_Dungeons & Dragons,tag_Dwarf,tag_Dynamic Narration,tag_Dystopian ,tag_Early Access,tag_Economy,tag_Education,tag_Electronic Music,tag_Emotional,tag_Epic,tag_Episodic,tag_Escape Room,tag_Experience,tag_Experimental,tag_Exploration,tag_FMV,tag_FPS,tag_Faith,tag_Family Friendly,tag_Fantasy,tag_Farming,tag_Farming Sim,tag_Fast-Paced,tag_Female Protagonist,tag_Fighting,tag_First-Person,tag_Fishing,tag_Flight,tag_Football (American),tag_Football (Soccer),tag_Foreign,tag_Fox,tag_Free to Play,tag_Funny,tag_Futuristic,tag_Gambling,tag_Game Development,tag_GameMaker,tag_Games Workshop,tag_Gaming,tag_God Game,tag_Golf,tag_Gore,tag_Gothic,tag_Grand Strategy,tag_Great Soundtrack,tag_Grid-Based Movement,tag_Gun Customization,tag_Hack and Slash,tag_Hacking,tag_Hand-drawn,tag_Hardware,tag_Heist,tag_Hentai,tag_Hero Shooter,tag_Hex Grid,tag_Hidden Object,tag_Historical,tag_Hobby Sim,tag_Hockey,tag_Horror,tag_Horses,tag_Hunting,tag_Idler,tag_Illuminati,tag_Immersive,tag_Immersive Sim,tag_Indie,tag_Intentionally Awkward Controls,tag_Interactive Fiction,tag_Inventory Management,tag_Investigation,tag_Isometric,tag_JRPG,tag_Jet,tag_Job Simulator,tag_Jump Scare,tag_Kickstarter,tag_LEGO,tag_LGBTQ+,tag_Lemmings,tag_Level Editor,tag_Life Sim,tag_Linear,tag_Local Co-Op,tag_Local Multiplayer,tag_Logic,tag_Loot,tag_Looter Shooter,tag_Lore-Rich,tag_Lovecraftian,tag_MMORPG,tag_MOBA,tag_Magic,tag_Mahjong,tag_Management,tag_Mars,tag_Martial Arts,tag_Massively Multiplayer,tag_Masterpiece,tag_Match 3,tag_Mature,tag_Mechs,tag_Medical Sim,tag_Medieval,tag_Memes,tag_Metroidvania,tag_Military,tag_Mini Golf,tag_Minigames,tag_Minimalist,tag_Mining,tag_Mod,tag_Moddable,tag_Modern,tag_Motocross,tag_Motorbike,tag_Mouse only,tag_Movie,tag_Multiplayer,tag_Multiple Endings,tag_Music,tag_Music-Based Procedural Generation,tag_Musou,tag_Mystery,tag_Mystery Dungeon,tag_Mythology,tag_NSFW,tag_Narration,tag_Narrative,tag_Nature,tag_Naval,tag_Naval Combat,tag_Ninja,tag_Noir,tag_Nonlinear,tag_Nostalgia,tag_Nudity,tag_Offroad,tag_Old School,tag_On-Rails Shooter,tag_Online Co-Op,tag_Open World,tag_Open World Survival Craft,tag_Otome,tag_Outbreak Sim,tag_Parkour,tag_Parody ,tag_Party,tag_Party Game,tag_Party-Based RPG,tag_Perma Death,tag_Philosophical,tag_Physics,tag_Pinball,tag_Pirates,tag_Pixel Graphics,tag_Platformer,tag_Point & Click,tag_Political,tag_Political Sim,tag_Politics,tag_Post-apocalyptic,tag_Precision Platformer,tag_Procedural Generation,tag_Programming,tag_Psychedelic,tag_Psychological,tag_Psychological Horror,tag_Puzzle,tag_Puzzle-Platformer,tag_PvE,tag_PvP,tag_Quick-Time Events,tag_RPG,tag_RPGMaker,tag_RTS,tag_Racing,tag_Real Time Tactics,tag_Real-Time,tag_Real-Time with Pause,tag_Realistic,tag_Reboot,tag_Relaxing,tag_Remake,tag_Replay Value,tag_Resource Management,tag_Retro,tag_Rhythm,tag_Robots,tag_Rock Music,tag_Rogue-like,tag_Rogue-lite,tag_Roguelike Deckbuilder,tag_Roguevania,tag_Romance,tag_Rome,tag_Runner,tag_Sailing,tag_Sandbox,tag_Satire,tag_Sci-fi,tag_Science,tag_Score Attack,tag_Sequel,tag_Sexual Content,tag_Shoot 'Em Up,tag_Shooter,tag_Shop Keeper,tag_Short,tag_Side Scroller,tag_Silent Protagonist,tag_Simulation,tag_Singleplayer,tag_Skateboarding,tag_Skating,tag_Sniper,tag_Snow,tag_Social Deduction,tag_Software,tag_Software Training,tag_Sokoban,tag_Solitaire,tag_Souls-like,tag_Soundtrack,tag_Space,tag_Space Sim,tag_Spaceships,tag_Spectacle fighter,tag_Spelling,tag_Split Screen,tag_Sports,tag_Stealth,tag_Steam Machine,tag_Steampunk,tag_Story Rich,tag_Strategy,tag_Strategy RPG,tag_Stylized,tag_Submarine,tag_Superhero,tag_Supernatural,tag_Surreal,tag_Survival,tag_Survival Horror,tag_Swordplay,tag_Tabletop,tag_Tactical,tag_Tactical RPG,tag_Tanks,tag_Team-Based,tag_Tennis,tag_Text-Based,tag_Third Person,tag_Third-Person Shooter,tag_Thriller,tag_Time Attack,tag_Time Management,tag_Time Manipulation,tag_Time Travel,tag_Top-Down,tag_Top-Down Shooter,tag_Touch-Friendly,tag_Tower Defense,tag_TrackIR,tag_Trading,tag_Trading Card Game,tag_Traditional Roguelike,tag_Trains,tag_Transhumanism,tag_Transportation,tag_Trivia,tag_Turn-Based,tag_Turn-Based Combat,tag_Turn-Based Strategy,tag_Turn-Based Tactics,tag_Tutorial,tag_Twin Stick Shooter,tag_Typing,tag_Underground,tag_Underwater,tag_Unforgiving,tag_VR,tag_Vampire,tag_Vehicular Combat,tag_Video Production,tag_Vikings,tag_Villain Protagonist,tag_Violent,tag_Visual Novel,tag_Voice Control,tag_Voxel,tag_Walking Simulator,tag_War,tag_Wargame,tag_Warhammer 40K,tag_Well-Written,tag_Werewolves,tag_Western,tag_Wholesome,tag_Word Game,tag_World War I,tag_World War II,tag_Wrestling,tag_Zombies,tag_e-sports
4,10987,1173,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52.65,95.99920457221572,1.0,0.37132003798670465,9814,3.477999366888256,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4411,927,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51.44,95.99895803782613,1.0,0.30034992223950235,3484,1.429173146708139,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4871,2053,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,52.58,97.99879572986825,1.0,0.6507544059845316,2818,1.5439964498541905,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,10441,435,473,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,79.00010698074972,1.0,0.6041666666666666,10006,14.50138888888889,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,8033,422,248,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,382.39,73.00060830735224,0.3501224753088034,0.018393089080084035,7611,0.3501224753088034,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13,13066,821,388,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,64.78,83.99966140274137,1.0,0.2112277451888443,12245,3.361634249253885,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2431,760,332,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14.0,94.99859997310206,1.0,0.9047619047619048,1671,2.894047619047619,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
